label,query,hits,totalRunTimeMs,avgRunTimeMs,lastRunTimeMs
5000000,q=text_t%3ATony+Mendez,615,119,11.9,11
10000000,q=text_t%3Awater+shortages,5956,150,15.0,13
10000000,q=text_t%3AFlorida+Derby+2013,2226,119,11.9,12
10000000,q=text_t%3AKal+Penn,333,114,11.4,11
10000000,q=text_t%3ADetroit+EFM+Undemocratic,702,117,11.7,12
10000000,q=text_t%3Amemories+of+Mr.+Rogers,3506,130,13.0,12
10000000,q=text_t%3AChinese+Computer+Attacks,2155,133,13.3,14
10000000,q=text_t%3Amarshmallow+Peeps+dioramas,76,128,12.8,12
10000000,q=text_t%3AIsrael+and+Turkey+reconcile,936,115,11.5,11
10000000,q=text_t%3Acolony+collapse+disorder,81,116,11.6,12
10000000,q=text_t%3AArgentina%27s+Inflation,8,117,11.7,11
10000000,q=text_t%3AFuture+of+MOOCs,6071,136,13.6,13
10000000,q=text_t%3Aunsuccessful+kickstarter+applicants,36,109,10.9,11
10000000,q=text_t%3Asolar+flare,658,119,11.9,12
10000000,q=text_t%3Acelebrity+DUI,1036,121,12.1,12
10000000,q=text_t%3AOscars+snub+Affleck,336,137,13.7,11
10000000,q=text_t%3APitbull+rapper,553,117,11.7,12
10000000,q=text_t%3AHagel+nomination+filibustered,120,122,12.2,11
10000000,q=text_t%3ABuying+clothes+online,1695,113,11.3,12
10000000,q=text_t%3AAngry+Birds+cartoon,2743,115,11.5,11
10000000,q=text_t%3ALawyer+jokes,325,130,13.0,14
10000000,q=text_t%3Atrash+the+dress,1076,129,12.9,13
10000000,q=text_t%3Aasteroid+hits+Russia,204,114,11.4,12
10000000,q=text_t%3Acruise+ship+safety,681,112,11.2,11
10000000,q=text_t%3AThe+Middle+TV+show,724452,114,11.4,13
10000000,q=text_t%3ABig+Dog+terminator+robot,23647,131,13.1,13
10000000,q=text_t%3AGone+Girl+reviews,12383,132,13.2,13
10000000,q=text_t%3Acause+of+the+Super+Bowl+blackout,20016,166,16.6,13
10000000,q=text_t%3ANew+York+City+soda+ban+blocked,91532,114,11.4,11
10000000,q=text_t%3AArtists+Against+Fracking,1088,126,12.6,13
10000000,q=text_t%3ARichard+III+burial+dispute,1100,125,12.5,12
10000000,q=text_t%3AMila+Kunis+in+Oz+movie,435,125,12.5,11
10000000,q=text_t%3AIranian+weapons+to+Syria,81,120,12.0,12
10000000,q=text_t%3AMaracana+Stadium+problems,3,91,9.1,9
10000000,q=text_t%3ADownton+Abbey+actor+turnover,118,114,11.4,12
10000000,q=text_t%3ANational+Parks+sequestered,3225,134,13.4,12
10000000,q=text_t%3AGMO+labeling,92,125,12.5,12
10000000,q=text_t%3AVictoria%27s+Secret+commercial,278,114,11.4,12
10000000,q=text_t%3ACyprus+Bailout+Protests,483,112,11.2,11
10000000,q=text_t%3Amaking+football+safer,12654,138,13.8,15
10000000,q=text_t%3AUK+wine+industry,4647,129,12.9,13
10000000,q=text_t%3Agun+advocates+are+corrupt,3600,124,12.4,12
10000000,q=text_t%3AIceland+FBI+Wikileaks,115,115,11.5,12
10000000,q=text_t%3Alighter+bail+for+Pistorius,428,116,11.6,11
10000000,q=text_t%3Aanti-aging+resveratrol,2344,121,12.1,13
10000000,q=text_t%3AObama+reaction+to+Syrian+chemical+weapons,3252,126,12.6,13
10000000,q=text_t%3ABush%27s+dog+dies,37,133,13.3,12
10000000,q=text_t%3AKardashian+maternity+style,602,115,11.5,12
10000000,q=text_t%3Ahush+puppies+meal,590,112,11.2,10
10000000,q=text_t%3Acircular+economy+initiatives,93,117,11.7,12
10000000,q=text_t%3Asocial+media+as+educational+tool,7034,150,15.0,14
10000000,q=text_t%3A3D+printing+for+science,1784,138,13.8,13
10000000,q=text_t%3ADPRK+Nuclear+Test,17,113,11.3,11
10000000,q=text_t%3Avirtual+currencies+regulation,639,119,11.9,12
10000000,q=text_t%3ALindsey+Vonn+sidelined,192,128,12.8,14
10000000,q=text_t%3AACPT+Crossword+Tournament,0,67,6.7,6
10000000,q=text_t%3AMaryland+casino+table+games,374,129,12.9,12
10000000,q=text_t%3Asequestration+opinions,139,121,12.1,12
10000000,q=text_t%3AUS+behind+Chaevez+cancer,35469,109,10.9,11
10000000,q=text_t%3AHoney+Boo+Boo+Girl+Scout+cookies,2184,116,11.6,13
10000000,q=text_t%3ATony+Mendez,1414,132,13.2,13
15000000,q=text_t%3Awater+shortages,8821,116,11.6,12
15000000,q=text_t%3AFlorida+Derby+2013,3328,104,10.4,11
15000000,q=text_t%3AKal+Penn,502,106,10.6,11
15000000,q=text_t%3ADetroit+EFM+Undemocratic,1049,109,10.9,11
15000000,q=text_t%3Amemories+of+Mr.+Rogers,5316,111,11.1,11
15000000,q=text_t%3AChinese+Computer+Attacks,3232,126,12.6,14
15000000,q=text_t%3Amarshmallow+Peeps+dioramas,110,110,11.0,12
15000000,q=text_t%3AIsrael+and+Turkey+reconcile,1352,108,10.8,11
15000000,q=text_t%3Acolony+collapse+disorder,118,123,12.3,12
15000000,q=text_t%3AArgentina%27s+Inflation,15,106,10.6,11
15000000,q=text_t%3AFuture+of+MOOCs,9058,114,11.4,11
15000000,q=text_t%3Aunsuccessful+kickstarter+applicants,71,111,11.1,12
15000000,q=text_t%3Asolar+flare,955,121,12.1,13
15000000,q=text_t%3Acelebrity+DUI,1556,105,10.5,12
15000000,q=text_t%3AOscars+snub+Affleck,443,109,10.9,11
15000000,q=text_t%3APitbull+rapper,836,114,11.4,11
15000000,q=text_t%3AHagel+nomination+filibustered,172,110,11.0,11
15000000,q=text_t%3ABuying+clothes+online,2599,130,13.0,14
15000000,q=text_t%3AAngry+Birds+cartoon,4098,110,11.0,11
15000000,q=text_t%3ALawyer+jokes,502,157,15.7,12
15000000,q=text_t%3Atrash+the+dress,1565,187,18.7,12
15000000,q=text_t%3Aasteroid+hits+Russia,231,111,11.1,11
15000000,q=text_t%3Acruise+ship+safety,1071,115,11.5,12
15000000,q=text_t%3AThe+Middle+TV+show,1071150,113,11.3,12
15000000,q=text_t%3ABig+Dog+terminator+robot,35165,112,11.2,10
15000000,q=text_t%3AGone+Girl+reviews,18218,123,12.3,13
15000000,q=text_t%3Acause+of+the+Super+Bowl+blackout,29898,118,11.8,11
15000000,q=text_t%3ANew+York+City+soda+ban+blocked,136385,112,11.2,11
15000000,q=text_t%3AArtists+Against+Fracking,1614,115,11.5,11
15000000,q=text_t%3ARichard+III+burial+dispute,1487,124,12.4,11
15000000,q=text_t%3AMila+Kunis+in+Oz+movie,652,118,11.8,14
15000000,q=text_t%3AIranian+weapons+to+Syria,125,106,10.6,10
15000000,q=text_t%3AMaracana+Stadium+problems,8,103,10.3,11
15000000,q=text_t%3ADownton+Abbey+actor+turnover,160,108,10.8,11
15000000,q=text_t%3ANational+Parks+sequestered,4913,113,11.3,11
15000000,q=text_t%3AGMO+labeling,149,122,12.2,13
15000000,q=text_t%3AVictoria%27s+Secret+commercial,440,111,11.1,11
15000000,q=text_t%3ACyprus+Bailout+Protests,670,114,11.4,11
15000000,q=text_t%3Amaking+football+safer,18729,127,12.7,14
15000000,q=text_t%3AUK+wine+industry,6773,112,11.2,11
15000000,q=text_t%3Agun+advocates+are+corrupt,5136,116,11.6,12
15000000,q=text_t%3AIceland+FBI+Wikileaks,187,113,11.3,12
15000000,q=text_t%3Alighter+bail+for+Pistorius,676,113,11.3,12
15000000,q=text_t%3Aanti-aging+resveratrol,3475,113,11.3,12
15000000,q=text_t%3AObama+reaction+to+Syrian+chemical+weapons,5512,111,11.1,10
15000000,q=text_t%3ABush%27s+dog+dies,62,118,11.8,12
15000000,q=text_t%3AKardashian+maternity+style,893,108,10.8,11
15000000,q=text_t%3Ahush+puppies+meal,884,112,11.2,11
15000000,q=text_t%3Acircular+economy+initiatives,140,114,11.4,12
15000000,q=text_t%3Asocial+media+as+educational+tool,10535,111,11.1,11
15000000,q=text_t%3A3D+printing+for+science,2681,114,11.4,11
15000000,q=text_t%3ADPRK+Nuclear+Test,31,98,9.8,10
15000000,q=text_t%3Avirtual+currencies+regulation,965,106,10.6,10
15000000,q=text_t%3ALindsey+Vonn+sidelined,290,114,11.4,12
15000000,q=text_t%3AACPT+Crossword+Tournament,1,82,8.2,8
15000000,q=text_t%3AMaryland+casino+table+games,522,121,12.1,13
15000000,q=text_t%3Asequestration+opinions,201,107,10.7,11
15000000,q=text_t%3AUS+behind+Chaevez+cancer,52865,115,11.5,11
15000000,q=text_t%3AHoney+Boo+Boo+Girl+Scout+cookies,3299,107,10.7,12
15000000,q=text_t%3ATony+Mendez,2033,114,11.4,11
20000000,q=text_t%3Awater+shortages,11879,112,11.2,12
20000000,q=text_t%3AFlorida+Derby+2013,4448,105,10.5,11
20000000,q=text_t%3AKal+Penn,668,109,10.9,11
20000000,q=text_t%3ADetroit+EFM+Undemocratic,1432,107,10.7,13
20000000,q=text_t%3Amemories+of+Mr.+Rogers,7290,116,11.6,14
20000000,q=text_t%3AChinese+Computer+Attacks,4802,110,11.0,13
20000000,q=text_t%3Amarshmallow+Peeps+dioramas,160,106,10.6,14
20000000,q=text_t%3AIsrael+and+Turkey+reconcile,1831,110,11.0,12
20000000,q=text_t%3Acolony+collapse+disorder,156,102,10.2,12
20000000,q=text_t%3AArgentina%27s+Inflation,24,107,10.7,14
20000000,q=text_t%3AFuture+of+MOOCs,12253,106,10.6,12
20000000,q=text_t%3Aunsuccessful+kickstarter+applicants,87,109,10.9,12
20000000,q=text_t%3Asolar+flare,1260,105,10.5,12
20000000,q=text_t%3Acelebrity+DUI,2130,104,10.4,11
20000000,q=text_t%3AOscars+snub+Affleck,624,100,10.0,12
20000000,q=text_t%3APitbull+rapper,1531,112,11.2,14
20000000,q=text_t%3AHagel+nomination+filibustered,327,107,10.7,12
20000000,q=text_t%3ABuying+clothes+online,3510,111,11.1,13
20000000,q=text_t%3AAngry+Birds+cartoon,5507,102,10.2,13
20000000,q=text_t%3ALawyer+jokes,695,109,10.9,12
20000000,q=text_t%3Atrash+the+dress,2167,109,10.9,12
20000000,q=text_t%3Aasteroid+hits+Russia,267,107,10.7,12
20000000,q=text_t%3Acruise+ship+safety,1454,105,10.5,11
20000000,q=text_t%3AThe+Middle+TV+show,1452294,115,11.5,13
20000000,q=text_t%3ABig+Dog+terminator+robot,48302,104,10.4,12
20000000,q=text_t%3AGone+Girl+reviews,25001,121,12.1,15
20000000,q=text_t%3Acause+of+the+Super+Bowl+blackout,41214,105,10.5,11
20000000,q=text_t%3ANew+York+City+soda+ban+blocked,185506,105,10.5,11
20000000,q=text_t%3AArtists+Against+Fracking,2058,101,10.1,11
20000000,q=text_t%3ARichard+III+burial+dispute,2140,140,14.0,13
20000000,q=text_t%3AMila+Kunis+in+Oz+movie,871,145,14.5,11
20000000,q=text_t%3AIranian+weapons+to+Syria,197,111,11.1,11
20000000,q=text_t%3AMaracana+Stadium+problems,12,102,10.2,11
20000000,q=text_t%3ADownton+Abbey+actor+turnover,199,104,10.4,12
20000000,q=text_t%3ANational+Parks+sequestered,6699,102,10.2,12
20000000,q=text_t%3AGMO+labeling,198,110,11.0,13
20000000,q=text_t%3AVictoria%27s+Secret+commercial,577,104,10.4,12
20000000,q=text_t%3ACyprus+Bailout+Protests,814,146,14.6,11
20000000,q=text_t%3Amaking+football+safer,25658,115,11.5,13
20000000,q=text_t%3AUK+wine+industry,8827,141,14.1,12
20000000,q=text_t%3Agun+advocates+are+corrupt,6784,110,11.0,12
20000000,q=text_t%3AIceland+FBI+Wikileaks,239,112,11.2,12
20000000,q=text_t%3Alighter+bail+for+Pistorius,906,114,11.4,11
20000000,q=text_t%3Aanti-aging+resveratrol,4569,162,16.2,13
20000000,q=text_t%3AObama+reaction+to+Syrian+chemical+weapons,8309,107,10.7,11
20000000,q=text_t%3ABush%27s+dog+dies,97,117,11.7,12
20000000,q=text_t%3AKardashian+maternity+style,1211,259,25.9,158
20000000,q=text_t%3Ahush+puppies+meal,1224,115,11.5,12
20000000,q=text_t%3Acircular+economy+initiatives,189,107,10.7,14
20000000,q=text_t%3Asocial+media+as+educational+tool,14059,108,10.8,12
20000000,q=text_t%3A3D+printing+for+science,3543,113,11.3,12
20000000,q=text_t%3ADPRK+Nuclear+Test,37,101,10.1,11
20000000,q=text_t%3Avirtual+currencies+regulation,1336,123,12.3,13
20000000,q=text_t%3ALindsey+Vonn+sidelined,409,110,11.0,13
20000000,q=text_t%3AACPT+Crossword+Tournament,1,88,8.8,13
20000000,q=text_t%3AMaryland+casino+table+games,682,124,12.4,13
20000000,q=text_t%3Asequestration+opinions,284,153,15.3,12
20000000,q=text_t%3AUS+behind+Chaevez+cancer,71539,110,11.0,12
20000000,q=text_t%3AHoney+Boo+Boo+Girl+Scout+cookies,4448,117,11.7,13
20000000,q=text_t%3ATony+Mendez,2790,103,10.3,12
25000000,q=text_t%3Awater+shortages,14921,126,12.6,12
25000000,q=text_t%3AFlorida+Derby+2013,5468,117,11.7,11
25000000,q=text_t%3AKal+Penn,831,646,64.6,13
25000000,q=text_t%3ADetroit+EFM+Undemocratic,1715,158,15.8,12
25000000,q=text_t%3Amemories+of+Mr.+Rogers,9122,130,13.0,12
25000000,q=text_t%3AChinese+Computer+Attacks,5860,131,13.1,13
25000000,q=text_t%3Amarshmallow+Peeps+dioramas,222,124,12.4,12
25000000,q=text_t%3AIsrael+and+Turkey+reconcile,2307,134,13.4,12
25000000,q=text_t%3Acolony+collapse+disorder,192,119,11.9,12
25000000,q=text_t%3AArgentina%27s+Inflation,26,116,11.6,11
25000000,q=text_t%3AFuture+of+MOOCs,15483,165,16.5,13
25000000,q=text_t%3Aunsuccessful+kickstarter+applicants,112,133,13.3,13
25000000,q=text_t%3Asolar+flare,1546,134,13.4,13
25000000,q=text_t%3Acelebrity+DUI,2627,126,12.6,12
25000000,q=text_t%3AOscars+snub+Affleck,1242,116,11.6,12
25000000,q=text_t%3APitbull+rapper,1825,130,13.0,13
25000000,q=text_t%3AHagel+nomination+filibustered,362,122,12.2,12
25000000,q=text_t%3ABuying+clothes+online,4382,137,13.7,13
25000000,q=text_t%3AAngry+Birds+cartoon,6772,127,12.7,13
25000000,q=text_t%3ALawyer+jokes,895,121,12.1,12
25000000,q=text_t%3Atrash+the+dress,2631,128,12.8,13
25000000,q=text_t%3Aasteroid+hits+Russia,302,123,12.3,12
25000000,q=text_t%3Acruise+ship+safety,1865,128,12.8,13
25000000,q=text_t%3AThe+Middle+TV+show,1808827,138,13.8,15
25000000,q=text_t%3ABig+Dog+terminator+robot,60013,117,11.7,12
25000000,q=text_t%3AGone+Girl+reviews,31279,137,13.7,14
25000000,q=text_t%3Acause+of+the+Super+Bowl+blackout,51330,168,16.8,12
25000000,q=text_t%3ANew+York+City+soda+ban+blocked,233202,351,35.1,12
25000000,q=text_t%3AArtists+Against+Fracking,2553,122,12.2,13
25000000,q=text_t%3ARichard+III+burial+dispute,2678,128,12.8,12
25000000,q=text_t%3AMila+Kunis+in+Oz+movie,1058,130,13.0,13
25000000,q=text_t%3AIranian+weapons+to+Syria,240,121,12.1,11
25000000,q=text_t%3AMaracana+Stadium+problems,15,122,12.2,12
25000000,q=text_t%3ADownton+Abbey+actor+turnover,240,132,13.2,13
25000000,q=text_t%3ANational+Parks+sequestered,8312,170,17.0,11
25000000,q=text_t%3AGMO+labeling,248,131,13.1,14
25000000,q=text_t%3AVictoria%27s+Secret+commercial,697,123,12.3,12
25000000,q=text_t%3ACyprus+Bailout+Protests,1199,129,12.9,12
25000000,q=text_t%3Amaking+football+safer,31920,133,13.3,14
25000000,q=text_t%3AUK+wine+industry,10896,128,12.8,13
25000000,q=text_t%3Agun+advocates+are+corrupt,8243,128,12.8,12
25000000,q=text_t%3AIceland+FBI+Wikileaks,294,125,12.5,12
25000000,q=text_t%3Alighter+bail+for+Pistorius,1192,129,12.9,12
25000000,q=text_t%3Aanti-aging+resveratrol,5682,126,12.6,13
25000000,q=text_t%3AObama+reaction+to+Syrian+chemical+weapons,10065,121,12.1,12
25000000,q=text_t%3ABush%27s+dog+dies,105,130,13.0,13
25000000,q=text_t%3AKardashian+maternity+style,1521,128,12.8,13
25000000,q=text_t%3Ahush+puppies+meal,1563,137,13.7,22
25000000,q=text_t%3Acircular+economy+initiatives,241,123,12.3,12
25000000,q=text_t%3Asocial+media+as+educational+tool,17694,125,12.5,13
25000000,q=text_t%3A3D+printing+for+science,4355,126,12.6,12
25000000,q=text_t%3ADPRK+Nuclear+Test,49,123,12.3,12
25000000,q=text_t%3Avirtual+currencies+regulation,1692,128,12.8,12
25000000,q=text_t%3ALindsey+Vonn+sidelined,497,124,12.4,13
25000000,q=text_t%3AACPT+Crossword+Tournament,1,95,9.5,8
25000000,q=text_t%3AMaryland+casino+table+games,850,130,13.0,13
25000000,q=text_t%3Asequestration+opinions,348,127,12.7,13
25000000,q=text_t%3AUS+behind+Chaevez+cancer,89068,128,12.8,13
25000000,q=text_t%3AHoney+Boo+Boo+Girl+Scout+cookies,5547,121,12.1,13
25000000,q=text_t%3ATony+Mendez,3429,122,12.2,13
30000000,q=text_t%3Awater+shortages,18001,188,18.8,12
30000000,q=text_t%3AFlorida+Derby+2013,6537,118,11.8,11
30000000,q=text_t%3AKal+Penn,1045,144,14.4,13
30000000,q=text_t%3ADetroit+EFM+Undemocratic,2045,114,11.4,11
30000000,q=text_t%3Amemories+of+Mr.+Rogers,10907,115,11.5,12
30000000,q=text_t%3AChinese+Computer+Attacks,7034,119,11.9,12
30000000,q=text_t%3Amarshmallow+Peeps+dioramas,257,122,12.2,11
30000000,q=text_t%3AIsrael+and+Turkey+reconcile,2829,131,13.1,13
30000000,q=text_t%3Acolony+collapse+disorder,228,111,11.1,10
30000000,q=text_t%3AArgentina%27s+Inflation,29,109,10.9,11
30000000,q=text_t%3AFuture+of+MOOCs,18560,113,11.3,11
30000000,q=text_t%3Aunsuccessful+kickstarter+applicants,136,119,11.9,12
30000000,q=text_t%3Asolar+flare,1882,134,13.4,13
30000000,q=text_t%3Acelebrity+DUI,3284,112,11.2,11
30000000,q=text_t%3AOscars+snub+Affleck,1882,121,12.1,12
30000000,q=text_t%3APitbull+rapper,2088,127,12.7,12
30000000,q=text_t%3AHagel+nomination+filibustered,427,114,11.4,12
30000000,q=text_t%3ABuying+clothes+online,5247,142,14.2,14
30000000,q=text_t%3AAngry+Birds+cartoon,8075,115,11.5,11
30000000,q=text_t%3ALawyer+jokes,1096,118,11.8,12
30000000,q=text_t%3Atrash+the+dress,3110,120,12.0,12
30000000,q=text_t%3Aasteroid+hits+Russia,350,115,11.5,11
30000000,q=text_t%3Acruise+ship+safety,2291,137,13.7,16
30000000,q=text_t%3AThe+Middle+TV+show,2178090,122,12.2,12
30000000,q=text_t%3ABig+Dog+terminator+robot,72069,112,11.2,10
30000000,q=text_t%3AGone+Girl+reviews,37428,130,13.0,13
30000000,q=text_t%3Acause+of+the+Super+Bowl+blackout,61328,115,11.5,11
30000000,q=text_t%3ANew+York+City+soda+ban+blocked,280648,144,14.4,13
30000000,q=text_t%3AArtists+Against+Fracking,3112,113,11.3,11
30000000,q=text_t%3ARichard+III+burial+dispute,3211,115,11.5,12
30000000,q=text_t%3AMila+Kunis+in+Oz+movie,1242,120,12.0,11
30000000,q=text_t%3AIranian+weapons+to+Syria,285,118,11.8,12
30000000,q=text_t%3AMaracana+Stadium+problems,18,130,13.0,12
30000000,q=text_t%3ADownton+Abbey+actor+turnover,351,119,11.9,13
30000000,q=text_t%3ANational+Parks+sequestered,10029,116,11.6,11
30000000,q=text_t%3AGMO+labeling,303,120,12.0,12
30000000,q=text_t%3AVictoria%27s+Secret+commercial,856,116,11.6,12
